trade_date,open,high,low,close,vol
2022/12/29,41.53,41.53,39.77,39.77,269826.35
2022/12/30,40.4,41.5,39.88,39.99,181695.48
2023/1/3,40,41.95,39.3,41.81,208747.02
2023/1/4,41,41.33,40.29,40.74,125508.13
2023/1/5,41.68,42,40.88,41.1,152304.58
2023/1/6,40.88,42.15,40.71,41.21,155647.09
2023/1/9,40.98,42.41,40.82,41.45,196678.24
2023/1/10,41.7,45.2,40.6,44,408809.4
2023/1/11,42.88,43.43,42.58,42.83,218515.11
2023/1/12,42.92,43.9,42.54,42.84,158317.85
2023/1/13,42.98,43.28,41.8,42.12,147151.08
2023/1/16,42.1,42.43,39.71,39.75,533089.61
2023/1/17,39.78,40.51,38.38,39.79,284767.44
2023/1/18,39.78,40.88,39.4,39.5,235068.21
2023/1/19,39.58,39.58,38.84,39,174153.94
2023/1/20,39.08,39.69,38.69,39.55,210533.67
2023/1/30,41.01,42.78,40.85,40.91,481902.76
2023/1/31,40.45,41.5,40.41,40.93,254498.63
2023/2/1,40.93,42.5,40.73,41.82,386867.24
2023/2/2,42.1,43.4,41.55,42.45,366413.54
2023/2/3,42.42,42.42,40.15,40.64,391515.72
2023/2/6,40.62,40.96,39.89,39.98,225670.9
2023/2/7,40.1,40.36,39.66,40.22,162552.3
2023/2/8,40.5,40.55,39.56,39.68,173940.06
2023/2/9,39.56,40.75,39.21,40.56,231615.83
2023/2/10,40.55,40.56,39.2,39.41,259429.76
2023/2/13,39.69,40.13,39,39.82,188058.27
2023/2/14,39.83,39.99,37.7,39.42,324349.48
2023/2/15,39.3,40.13,38.87,39.03,233345.45
2023/2/16,39.03,39.09,37.23,37.55,377824.59
2023/2/17,37.24,37.38,35.79,35.82,366924.98
2023/2/20,36,36.57,35.36,36.54,222849.15
2023/2/21,36.56,37.99,36.55,37.41,289855.76
2023/2/22,37.14,38.09,36.71,37.7,231571.7
2023/2/23,37.65,38.46,37.27,37.4,216522.39
2023/2/24,37,37.43,36.66,37.03,135095.23
2023/2/27,37.9,38.1,36.96,37.32,202535.58
2023/2/28,37.3,37.72,36.91,37.65,145499.72
2023/3/1,37.57,39.21,37.23,39,376178.4
2023/3/2,38.91,39.28,38.23,38.51,254450.67
2023/3/3,38.28,38.86,38.17,38.51,157774.55
2023/3/6,38.49,38.77,37.6,38.5,160336.48
2023/3/7,38.27,38.91,37.74,37.77,179133.74
2023/3/8,37.15,37.98,37.01,37.82,129962.79
2023/3/9,38.22,39.49,38.22,38.48,285732.89
2023/3/10,37.97,38.23,36.7,36.98,261613.62
2023/3/13,36.21,36.49,35.8,36.34,197303.58
2023/3/14,36.34,39.65,35.69,38.8,469168.19
2023/3/15,38.6,39.16,38.11,38.99,328618.49
2023/3/16,38.6,40.56,38.41,38.78,340331.1
2023/3/17,38.89,40.2,38.2,39.71,419641.79
2023/3/20,39.5,41.18,39.01,40.85,412925.88
2023/3/21,40.98,41.49,40.23,41.31,376212.84
2023/3/22,41.12,41.56,40.2,40.51,261705.71
2023/3/23,40.05,40.68,39.82,40.2,195707.01
2023/3/24,40.6,41,39.91,40.24,179989.54
2023/3/27,39.9,40.4,39.02,39.4,210245.92
2023/3/28,39.55,39.88,38.88,38.88,163111.74
2023/3/29,38.8,39.25,37.81,37.99,164592.46
2023/3/30,38,38.82,37.66,38.47,140833.95
2023/3/31,38.46,38.7,35.63,37.85,256568.76
2023/4/3,36.6,36.6,35.56,36.13,308117.04
2023/4/4,35.9,36.24,35.37,35.58,196552.97
2023/4/6,35.58,35.6,34,34.04,263843.84
2023/4/7,33.97,34.41,33.69,34.19,144767.03
2023/4/10,34.19,34.2,33.05,33.05,198894.45
2023/4/11,33.04,33.64,33.04,33.34,122179.94
2023/4/12,33.33,33.33,32.32,32.61,165060.95
2023/4/13,32.32,32.78,31.89,31.91,161088.66
2023/4/14,31.95,33,31.95,32.69,189414.37
2023/4/17,33.12,34.42,33.06,33.67,215937.88
2023/4/18,34.25,34.56,33.5,33.61,157950.91
2023/4/19,33.48,33.48,32.72,32.8,130166.14
2023/4/20,32.72,32.72,31.55,31.83,181261.91
2023/4/21,31.66,32.2,30.69,30.92,152397.55
2023/4/24,30.92,31.33,29.58,29.8,304837.46
2023/4/25,29.81,29.87,28.61,29.06,234554.65
2023/4/26,28.94,30.09,28.82,29.53,162561.78
2023/4/27,29.31,29.77,28.96,28.98,130538.41
2023/4/28,29.3,29.85,29.08,29.52,131623.91
2023/5/4,29.51,30.1,28.8,29.1,148061.67
2023/5/5,28.75,28.85,27.79,28.15,214352.62
2023/5/8,28.33,28.79,27.87,28.07,204247.67
2023/5/9,28.1,28.42,27.61,27.7,162944.32
2023/5/10,27.65,29.25,27.52,28.69,295055.65
2023/5/11,28.59,29.3,28.31,28.86,200269.27
2023/5/12,28.76,29.07,27.88,27.93,167605.68
2023/5/15,27.75,28.36,27.7,28.34,119430.62
2023/5/16,28.34,28.34,27.8,27.92,101170.91
2023/5/17,27.93,28.18,27.35,28.03,112119.24
2023/5/18,28.03,28.3,27.42,27.66,118691.77
2023/5/19,27.5,27.65,27.1,27.43,90760.56
2023/5/22,27.5,27.7,26.88,26.97,207841.34
2023/5/23,26.54,26.92,26.32,26.32,178762.14
2023/5/24,26,26.38,25.93,26.01,130495.47
2023/5/25,25.9,26.61,25.67,25.92,174984.71
2023/5/26,26,26.46,25.27,26.46,194692.27
2023/5/29,26.45,26.7,25.95,26.07,158974.54
2023/5/30,26.14,26.55,25.38,25.61,249067.55
2023/5/31,25.89,25.9,25.39,25.78,220788.67
2023/6/1,25.6,25.98,25.1,25.38,197076.31
2023/6/2,25.65,27.05,25.58,26.76,374648.69
2023/6/5,27,27.21,26.18,26.57,237936.85
2023/6/6,26.44,26.79,25.7,25.77,173612.79
2023/6/7,25.71,25.95,25.1,25.31,181251.32
2023/6/8,25.2,25.55,24.75,24.82,158247.16
2023/6/9,25.28,26.1,24.96,25.4,249031.47
2023/6/12,25.5,27.94,25.41,27.94,333336.67
2023/6/13,30,30.2,29,29.4,796838.43
2023/6/14,29.38,31.88,29.11,30.65,833978.34
2023/6/15,30.18,33.72,30.02,33.72,1028186.74
2023/6/16,34.39,35.27,33.44,34.69,1084903.95
2023/6/19,34.9,38.16,34.88,38.16,902809.48
2023/6/20,39.21,41.77,38.2,40.43,1153933.74
2023/6/21,39.63,40.02,38.28,38.35,780495.47
2023/6/26,38.03,42.19,38.03,40.92,1046723.4
2023/6/27,41.5,41.51,39.7,40.35,645713.33
2023/6/28,40.05,40.95,37.23,39.03,749991.41
2023/6/29,39.03,39.9,37.99,39,519607.97
2023/6/30,39,39.05,36.12,36.77,731486.08
2023/7/3,37.5,40.45,37.06,40.45,809503.44
2023/7/4,42,44.28,40.69,42.95,1208558.6
2023/7/5,43.67,46.46,43.2,43.81,1131511.13
2023/7/6,43.29,47.3,42.21,46.62,1126278
2023/7/7,45.5,47.2,44.2,45.34,863440.3
2023/7/10,45.34,46.66,43.79,44.22,606481.18
2023/7/11,44,48.64,43.3,48.64,981227.83
2023/7/12,49,51.28,46.39,46.48,1362603.41
2023/7/13,45.4,46.85,44.93,45.85,758358.4
2023/7/14,45.38,46.15,44.3,44.41,670442.57
2023/7/17,43.2,46,43.15,45.51,599639.05
2023/7/18,45.08,45.48,42.49,43.99,658688.76
2023/7/19,42.95,44.13,42.35,42.91,529061.57
2023/7/20,43.16,44.06,40.95,41.18,614558.35
2023/7/21,40.85,42.49,39.88,41,548488.99
2023/7/24,40.51,41.97,40.42,40.84,317791.12
2023/7/25,42.48,42.8,40.8,41.37,655721.84
2023/7/26,40.87,40.87,38.66,38.87,712211.2
2023/7/27,40.7,41,38.4,38.4,515632.8
2023/7/28,38.31,42.24,37.8,42.24,810447.56
2023/7/31,44.29,45.94,43.9,45.19,1006847.42
2023/8/1,44.5,46.21,44.14,44.73,672609.41
2023/8/2,42.8,44.65,42.68,43,557403.96
2023/8/3,42.72,44.14,42.71,43.14,405529.43
2023/8/4,43.5,43.99,42.39,42.8,411560.88
2023/8/7,42.16,43.36,41.53,42.41,327449.72
2023/8/8,42,42.59,40.46,40.65,438522.96
2023/8/9,40.65,41.04,39.9,40.11,279395.95
2023/8/10,39.96,40.11,39.43,39.68,185974.71
2023/8/11,39.88,41.22,39.05,39.35,442596.71
2023/8/14,38.47,39.27,37.38,37.91,405459.3
2023/8/15,37.95,38.14,37.1,37.51,232064.11
2023/8/16,37.38,37.48,35.9,35.92,358940.56
2023/8/17,35.9,36.03,34.35,35.49,475016.75
2023/8/18,35.49,36.61,35.03,35.04,366516.19
2023/8/21,34.8,35.28,33.9,33.97,313104.37
2023/8/22,34.84,34.94,33.7,34.5,273365.15
2023/8/23,34.22,34.66,33.02,33.12,256136.76
2023/8/24,33.33,33.61,32.62,32.89,257832.3
2023/8/25,32.61,32.72,31.76,32.04,274715.63
2023/8/28,34.2,35.24,33.28,33.65,680244.88
2023/8/29,33.7,36.88,32.96,36.35,775448.71
2023/8/30,36,37.37,35.7,36.69,564240.17
2023/8/31,36.2,38.03,35.76,36.04,400893.11
2023/9/1,36,38.54,36,36.89,562324.4
2023/9/4,36.92,40.58,36,40.58,744695.24
2023/9/5,41.21,42.38,40.58,41.05,871181.31
2023/9/6,41.05,45.16,41.05,43.91,888925.79
2023/9/7,43.45,43.52,41.78,42.25,699924.16
2023/9/8,42,44.24,41.8,43.7,672093.34
2023/9/11,44.4,46.8,42,44.47,948547.96
2023/9/12,45.2,45.58,42.18,43.39,739921.1
2023/9/13,43,43.36,41.3,41.46,716348.45
2023/9/14,41.99,45.61,41.6,45.61,570080.95
2023/9/15,47.89,47.9,45.56,46.36,1150537.96
2023/9/18,48.4,51,48,51,612356.53
2023/9/19,51.78,53.49,50.52,52.6,1178254.39
2023/9/20,51.91,53.4,50.56,50.6,807018.09
2023/9/21,50.65,52.94,50.11,51.3,775515.96
2023/9/22,50.51,50.98,48.71,49.99,787583.81
2023/9/25,52,52.93,50.5,51.25,875384.86
2023/9/26,50.95,55.25,50.21,50.61,969035.15
2023/9/27,49.98,51.58,49.6,50.65,655953.52
2023/9/28,51.37,55.72,50.7,55.72,985834.04
2023/10/9,61.29,61.29,60.18,61.29,314510.7
2023/10/10,66.7,67.42,65.7,67.42,438602.1
2023/10/11,71.9,72.88,65.45,65.71,1870733.88
2023/10/12,65.71,67.7,65.3,66.54,1071326.46
2023/10/13,66.3,73.19,66.2,73.19,1183261.83
2023/10/16,75.06,78.87,74.02,76.07,1281689.03
2023/10/17,75.71,78.21,71.73,78.1,1070429.99
2023/10/18,77.02,85.91,76.71,85.91,1192792.34
2023/10/19,83,88.8,79,79.58,1477785.85
2023/10/20,78.53,83.53,78.05,81.07,1058995.28
2023/10/23,81.2,88.68,81.2,85.26,1131472.69
2023/10/24,85.99,86.87,78.92,80.75,1033080.79
2023/10/25,81.87,84.69,79.51,81.93,972101.03
2023/10/26,83,84.32,78.33,82.55,895024.01
2023/10/27,82.36,82.47,79.35,79.81,674480.98
2023/10/30,81,84.4,80.42,82.81,823529.15
2023/10/31,84.5,85.2,78.99,81.49,785308.04
2023/11/1,82,84.98,80.4,82.74,773795.43
2023/11/2,83.26,89.88,81.16,85.13,1139020.56
2023/11/3,83.84,89,82.84,89,931119.49
2023/11/6,91,97.9,89.89,97.9,1070964.23
2023/11/7,98,99.97,93.18,94.16,1225853.05
2023/11/8,94.14,96.15,92.3,95.3,729576.78
2023/11/9,93.99,93.99,88.98,89.2,853485.74
2023/11/10,89.63,90.3,80.5,81.68,1292796.13
2023/11/13,80.51,82.3,79.6,80.7,636427.04
2023/11/14,80.1,82.36,78.91,80.97,673405.54
2023/11/15,80.99,83.59,76.75,83.59,1124915.57
2023/11/16,82.12,84.3,81.2,82.4,588976.15
2023/11/17,82.5,84.28,81.91,83.22,537233.32
2023/11/20,83.22,83.88,81.18,81.18,473608.26
2023/11/21,80.3,82.8,79.55,80.94,542082.39
2023/11/22,80.05,81.5,77.98,77.99,555270.35
2023/11/23,77.71,80.2,77.36,78.71,582470.37
2023/11/24,78.4,79.16,75.66,76.01,565923.79
2023/11/27,73.1,76.93,70.35,76.09,1229763.36
2023/11/28,76.9,79.78,76.09,78.93,852672.59
2023/11/29,78.55,78.78,75,75,543128.82
2023/11/30,74.18,76,73.5,75.69,522395.97
2023/12/1,75.62,78.38,74.88,77.38,553725.61
2023/12/4,77.98,78.3,75.7,76.7,401365.63
2023/12/5,75.99,76.65,74.45,74.45,315841.19
2023/12/6,73.8,75.6,73.52,74.4,367379.72
2023/12/7,74.08,81.8,73.71,80.43,811073.78
2023/12/8,80.03,80.95,78.88,78.99,413213.9
2023/12/11,79.3,80.2,77.3,79.65,417491.62
2023/12/12,79,83.38,78.88,81.8,524377.51
2023/12/13,80.99,82.35,80.51,80.75,339739.76
2023/12/14,81.47,83.44,79.61,82.45,496670.21
2023/12/15,82,87.98,81.65,85.99,655496.73
2023/12/18,86.42,91.99,86.42,89.89,700865.85
2023/12/19,89.21,90.68,88.5,89.93,486776.07
2023/12/20,89.8,90.2,82.8,82.8,742790.21
2023/12/21,81.3,84.5,81.3,83,453082.72
2023/12/22,83.6,86.22,82.66,84.06,503546.16
2023/12/25,85,85.68,79.5,84.65,545891.63
2023/12/26,84,84.98,82.12,82.96,324302.81
2023/12/27,85,85.7,78.33,78.4,616850.16
2023/12/28,76,76.51,71.98,71.98,844276.9
2023/12/29,73,76.5,73,76.2,693320.58
2024/1/2,77.5,78.88,72.72,73.35,667955.1
2024/1/3,72.02,73.96,70.18,72.89,372295.73
2024/1/4,72.88,73.46,69.5,69.52,483937.45
2024/1/5,70.75,71.52,68.9,70.14,454306.93
2024/1/8,69.48,69.66,67.29,67.39,433961.52
2024/1/9,68,68.45,65.78,66.06,438893.16
2024/1/10,66.8,70,66.4,68.5,642515.4
2024/1/11,68,69.06,67.51,68.55,400723.55
2024/1/12,68.4,68.48,66.6,66.6,369552.23
2024/1/15,66,68.15,65.5,66.97,335221.53
2024/1/16,67,67.22,64.83,66.3,372259.56
2024/1/17,66.3,67.11,64.5,64.56,337428.42
2024/1/18,63.4,64.84,62.75,64.43,476379.47
2024/1/19,64.42,64.64,62.2,62.35,344385.54
2024/1/22,62.4,63.26,60.04,60.2,382354.32
2024/1/23,59.72,62.63,58.8,61.95,504252.53
2024/1/24,62.47,62.99,60.02,62.02,374744.21
2024/1/25,61.6,66.64,61.21,65,712952.2
2024/1/26,64,65.53,63.05,63.29,389162.52
2024/1/29,63.13,63.35,60.44,60.61,350362.63
2024/1/30,60,61.55,58.6,58.8,345504.48
2024/1/31,58.8,59.48,56.39,56.81,380115.75
2024/2/1,56.74,60.48,56.71,58.42,526283.33
2024/2/2,60,61.34,56.78,58.51,552122.28
2024/2/5,58.76,60.38,55.9,56.1,623237.27
2024/2/6,54.9,61.71,54.6,61.71,718551.82
2024/2/7,63.4,67.88,62.58,67.88,750283.36
2024/2/8,70.91,72.5,67.88,71.7,747080.64
2024/2/19,72.99,76.42,71,74.15,694682.98
2024/2/20,73,73.58,70.68,70.69,550167.17
2024/2/21,69.2,72.99,69.05,70.45,609560.57
2024/2/22,69.3,72.54,69.25,71.47,476255.42
2024/2/23,71.41,78.62,71.01,78.62,862938.7
2024/2/26,79,81.44,78.22,80.05,790122.13
2024/2/27,81.87,88.06,81.47,87.93,978049.3
2024/2/28,87.52,90.25,83.18,83.57,1077372.33
2024/2/29,83.58,91.93,83.58,91.93,1034229.12
2024/3/1,93,94.38,90,92.3,803609.97
2024/3/4,91.8,94.13,89.2,92.65,729132.91
2024/3/5,89,95.9,88.11,91,873349.93
2024/3/6,90,99.8,89.25,97.24,986782.89
2024/3/7,97.3,100,94.8,95.99,840066.27
2024/3/8,95.8,96.59,91.82,95.1,655530.07
2024/3/11,96,103.89,96,102.2,862008.96
2024/3/12,102.21,104.88,100.2,101.57,686276.24
2024/3/13,102.22,105.2,100.6,101.9,613446.07
2024/3/14,102.14,102.16,97.8,99.3,574743.62
2024/3/15,98.5,99.8,94.46,98.45,791747.29
2024/3/18,103,106.66,102.87,104.76,764692.88
2024/3/19,103.01,105.46,102.5,103.16,486211.45
2024/3/20,103.7,105.77,101.68,103.25,414694.39
2024/3/21,102.3,103.39,99.98,99.98,438324.93
2024/3/22,99.7,101.33,97.48,100.7,543607.11
2024/3/25,100.68,100.68,96.14,96.14,458123.1
2024/3/26,95.8,96.32,90.85,90.9,827163.04
2024/3/27,90.6,94.47,89.1,89.49,686693.84
2024/3/28,90,92.66,88.08,90.7,663927.36
2024/3/29,88.5,89.73,86.28,87,614422
2024/4/1,87.51,93.45,86.66,90.43,657164.72
2024/4/2,90.46,92.39,88,88.75,495311.32
2024/4/3,87.5,87.9,84.96,86.41,453421.03
2024/4/8,86.41,90.98,86.41,88.55,570834.82
2024/4/9,88.05,88.5,84.6,85.54,426332.2
2024/4/10,85.54,85.88,82.45,83.15,393481.4
2024/4/11,83.2,87.2,82.92,85.23,533657.48
2024/4/12,86.19,92.49,86.18,89.8,788686.3
2024/4/15,89.81,89.84,85.94,86.56,481916.28
2024/4/16,85,89.51,83.96,87.36,516770.71
2024/4/17,88.57,95,87.58,94.66,626062.08
2024/4/18,95,98.5,91.5,91.78,854860.68
2024/4/19,89.69,95.54,89.09,95.48,641059.69
2024/4/22,94.01,96.51,93.57,94.93,399218.89
2024/4/23,95.2,96.26,91.03,93.05,489293.64
2024/4/24,91.09,92.3,89.89,90.16,500431.57
2024/4/25,90.4,92.23,89.69,90.43,366072.93
2024/4/26,89.4,94.99,88.8,94.79,636808.07
2024/4/29,91.75,95.43,90.7,95.4,739227.83
2024/4/30,100.17,103,90.94,91.15,943020.58
2024/5/6,92.98,94.38,89.35,91.45,737928.22
2024/5/7,92,92.5,86.05,86.98,792352.36
2024/5/8,85.7,86.68,83.8,84.83,494944.26
2024/5/9,84.91,85.88,84.07,85.18,330177.17
2024/5/10,85,85.5,82.71,84.62,381728.03
2024/5/13,84.01,86.69,83.21,85.38,380709
2024/5/14,86,87.52,85.5,87.27,393806.79
2024/5/15,86.4,86.41,84.6,84.96,291722.71
2024/5/16,85.69,85.85,84,85,233852.37
2024/5/17,85,88.8,84.81,88.18,466566.06
2024/5/20,88.01,89.95,87.51,88.52,324535.57
2024/5/21,88.5,89.51,86.76,87.95,341286.31
2024/5/22,87.5,88.22,86.5,87.04,251591
2024/5/23,86.63,87.68,84.84,85.51,272198.88
2024/5/24,85.26,85.69,84,84.11,213350.74
2024/5/27,85.76,87.38,84.93,86.6,308430.47
2024/5/28,86.61,87.48,84.7,85.75,273859.48
2024/5/29,85.75,87.5,84.91,86.93,280777.7
2024/5/30,87.01,87.41,85.88,86.01,234360.9
2024/5/31,86.88,90,86.39,88.93,464186.12
2024/6/3,91.5,92.42,89.44,90.49,572620.98
2024/6/4,89.9,90.48,87,87.58,370822.27
2024/6/5,87.58,88.18,86.75,87.04,221383.77
2024/6/6,87.18,87.7,85.4,87.7,286622.4
2024/6/7,87.5,88.45,86.44,86.67,211395.14
2024/6/11,86.4,86.49,84.7,86.01,171667.57
2024/6/12,85,86.5,84.61,85.99,159879.65
2024/6/13,85.9,88.45,85.7,86.4,298823.03
2024/6/14,86,88.22,85.02,87.79,274547.53
2024/6/17,88.5,93.47,88.18,92.9,685097.7
2024/6/18,93.22,100.73,92.5,100.35,847528.32
2024/6/19,100.7,101.38,99.3,100.1,544953.9
2024/6/20,101,102.95,99.59,101.19,492783.47
2024/6/21,100.6,102.19,99,99.65,393909.75
2024/6/24,100,100.99,95.23,95.23,553714.7
2024/6/25,95.49,97.16,85.71,85.71,1053372.84
2024/6/26,84.35,86.79,82.01,86.09,736960.67
2024/6/27,85.35,86.52,84.4,84.49,354453.52
2024/6/28,84.88,92.49,84.52,91.12,715406.07
2024/7/1,92.1,93.66,90.21,92.33,475213.03
