ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688193.SH,2022/03/30,68.0,72.0,64.0,64.76,72.65,-7.89,-10.8603,51481.03,346319.093
688193.SH,2022/03/31,63.0,68.0,62.6,63.22,64.76,-1.54,-2.378,33868.9,219746.156
688193.SH,2022/04/01,62.0,62.0,59.58,59.97,63.22,-3.25,-5.1408,23138.43,140031.436
688193.SH,2022/04/06,60.77,61.98,59.88,60.03,59.97,0.06,0.1001,12320.3,74871.649
688193.SH,2022/04/07,59.68,61.09,58.69,59.15,60.03,-0.88,-1.4659,11821.17,70317.471
688193.SH,2022/04/08,59.0,62.49,57.63,59.98,59.15,0.83,1.4032,16064.49,96528.919
688193.SH,2022/04/11,60.02,62.14,59.21,60.4,59.98,0.42,0.7002,8350.97,50782.137
688193.SH,2022/04/12,60.88,62.0,57.63,58.61,60.4,-1.79,-2.9636,10256.09,60497.526
688193.SH,2022/04/13,58.66,59.88,58.0,58.59,58.61,-0.02,-0.0341,6170.35,36418.511
688193.SH,2022/04/14,58.76,61.99,57.7,59.72,58.59,1.13,1.9287,10137.81,60902.848
688193.SH,2022/04/15,59.07,59.07,56.5,56.71,59.72,-3.01,-5.0402,9043.6,51911.753
688193.SH,2022/04/18,56.51,58.29,56.0,56.81,56.71,0.1,0.1763,4533.92,26028.689
688193.SH,2022/04/19,56.6,57.43,56.19,56.54,56.81,-0.27,-0.4753,3568.96,20245.66
688193.SH,2022/04/20,56.18,56.75,55.52,55.59,56.54,-0.95,-1.6802,2933.45,16444.757
688193.SH,2022/04/21,55.5,55.74,52.8,52.98,55.59,-2.61,-4.6951,4599.58,24979.208
688193.SH,2022/04/22,52.99,53.8,52.53,53.25,52.98,0.27,0.5096,2381.36,12704.942
688193.SH,2022/04/25,53.49,53.8,49.28,49.86,53.25,-3.39,-6.3662,4411.86,22682.296
688193.SH,2022/04/26,49.97,50.18,47.53,47.55,49.86,-2.31,-4.633,3003.56,14664.962
688193.SH,2022/04/27,47.59,48.31,46.0,48.18,47.55,0.63,1.3249,3205.35,15147.055
688193.SH,2022/04/28,47.8,47.98,46.2,46.52,48.18,-1.66,-3.4454,2707.48,12729.056
688193.SH,2022/04/29,47.0,49.8,46.5,49.1,46.52,2.58,5.546,3125.31,15136.955
688193.SH,2022/05/05,48.8,52.78,48.22,51.45,49.1,2.35,4.7862,4916.29,24964.69
688193.SH,2022/05/06,50.0,52.3,49.7,51.25,51.45,-0.2,-0.3887,2476.14,12712.865
688193.SH,2022/05/09,50.5,54.97,50.3,54.2,51.25,2.95,5.7561,6175.56,32846.065
688193.SH,2022/05/10,54.45,56.66,53.0,55.2,54.2,1.0,1.845,4345.79,24038.483
688193.SH,2022/05/11,58.49,58.9,56.01,56.2,55.2,1.0,1.8116,7068.32,40757.762
688193.SH,2022/05/12,56.11,57.78,54.7,56.15,56.2,-0.05,-0.089,4429.64,24921.006
688193.SH,2022/05/13,56.7,57.38,55.4,57.38,56.15,1.23,2.1906,3599.23,20257.503
688193.SH,2022/05/16,58.5,59.45,56.52,57.03,57.38,-0.35,-0.61,3764.73,21838.69
688193.SH,2022/05/17,57.8,57.8,55.02,55.8,57.03,-1.23,-2.1568,2664.06,14933.894
688193.SH,2022/05/18,55.99,56.4,55.55,55.62,55.8,-0.18,-0.3226,1678.69,9371.431
688193.SH,2022/05/19,55.7,55.7,54.4,54.73,55.62,-0.89,-1.6001,2361.28,12930.307
688193.SH,2022/05/20,54.93,55.43,54.45,55.12,54.73,0.39,0.7126,1643.89,9042.036
688193.SH,2022/05/23,55.6,56.47,55.35,55.97,55.12,0.85,1.5421,1861.74,10416.113
688193.SH,2022/05/24,59.5,60.79,56.21,56.69,55.97,0.72,1.2864,7262.36,42395.967
688193.SH,2022/05/25,56.01,57.01,54.0,55.14,56.69,-1.55,-2.7342,4758.63,26079.409
688193.SH,2022/05/26,55.0,55.0,53.11,53.15,55.14,-1.99,-3.609,3318.68,17786.174
688193.SH,2022/05/27,54.8,55.86,53.85,53.89,53.15,0.74,1.3923,3905.9,21408.386
688193.SH,2022/05/30,54.78,54.78,52.48,52.77,53.89,-1.12,-2.0783,3014.08,15973.162
688193.SH,2022/05/31,52.76,53.96,51.53,53.5,52.77,0.73,1.3834,2711.11,14308.299
688193.SH,2022/06/01,53.59,55.9,53.36,55.0,53.5,1.5,2.8037,3359.06,18405.86
688193.SH,2022/06/02,54.6,57.46,54.6,57.13,55.0,2.13,3.8727,4911.67,27793.184
688193.SH,2022/06/06,58.4,60.43,57.51,59.57,57.13,2.44,4.271,7865.07,46702.21
688193.SH,2022/06/07,59.0,59.97,57.52,58.57,59.57,-1.0,-1.6787,4322.72,25419.963
688193.SH,2022/06/08,59.87,59.96,56.65,56.95,58.57,-1.62,-2.7659,4260.54,24653.93
688193.SH,2022/06/09,57.0,57.78,54.98,55.0,56.95,-1.95,-3.4241,3302.37,18481.199
688193.SH,2022/06/10,55.08,55.84,54.8,55.66,55.0,0.66,1.2,2535.75,14073.146
688193.SH,2022/06/13,55.41,55.97,54.6,54.91,55.66,-0.75,-1.3475,2487.4,13694.773
