ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002169.SZ,2021/09/01,13.56,13.58,12.42,12.44,13.79,-1.35,-9.7897,712330.67,926062.556
002169.SZ,2021/09/02,12.26,13.06,12.21,12.92,12.44,0.48,3.8585,387694.74,497882.242
002169.SZ,2021/09/03,12.92,13.24,12.66,12.75,12.92,-0.17,-1.3158,323422.65,416874.006
002169.SZ,2021/09/06,12.82,13.03,12.31,12.9,12.75,0.15,1.1765,311662.59,396320.277
002169.SZ,2021/09/07,12.83,13.24,12.76,13.03,12.9,0.13,1.0078,318705.79,415829.655
002169.SZ,2021/09/08,13.04,13.04,12.7,12.9,13.03,-0.13,-0.9977,293224.88,376759.005
002169.SZ,2021/09/09,12.87,12.87,12.46,12.6,12.9,-0.3,-2.3256,319321.59,401475.523
002169.SZ,2021/09/10,12.6,12.96,12.56,12.83,12.6,0.23,1.8254,294689.31,376554.628
002169.SZ,2021/09/13,12.78,12.78,12.39,12.45,12.83,-0.38,-2.9618,312507.93,390337.475
002169.SZ,2021/09/14,12.36,12.36,11.75,11.8,12.45,-0.65,-5.2209,454486.25,543830.63
002169.SZ,2021/09/15,11.85,12.01,11.5,12.0,11.8,0.2,1.6949,295141.74,347939.225
002169.SZ,2021/09/16,12.0,12.03,11.34,11.35,12.0,-0.65,-5.4167,335011.51,389430.479
002169.SZ,2021/09/17,11.36,11.54,11.13,11.39,11.35,0.04,0.3524,204893.53,232329.318
002169.SZ,2021/09/22,11.27,11.83,11.11,11.7,11.39,0.31,2.7217,241470.8,280397.719
002169.SZ,2021/09/23,11.83,11.87,11.65,11.71,11.7,0.01,0.0855,203997.26,239732.561
002169.SZ,2021/09/24,11.7,11.7,11.22,11.23,11.71,-0.48,-4.0991,196811.23,224204.635
002169.SZ,2021/09/27,11.35,11.43,10.29,10.64,11.23,-0.59,-5.2538,259895.33,281101.948
002169.SZ,2021/09/28,10.63,11.09,10.57,10.93,10.64,0.29,2.7256,154355.58,167858.979
002169.SZ,2021/09/29,10.8,11.07,10.69,10.76,10.93,-0.17,-1.5554,162905.2,177438.253
002169.SZ,2021/09/30,10.81,11.18,10.81,11.06,10.76,0.3,2.7881,156437.71,172499.014
002169.SZ,2021/10/08,11.22,11.32,11.03,11.1,11.06,0.04,0.3617,126490.4,140747.422
002169.SZ,2021/10/11,11.1,11.17,10.7,10.88,11.1,-0.22,-1.982,117356.76,127415.89
002169.SZ,2021/10/12,10.86,10.86,10.31,10.43,10.88,-0.45,-4.136,159723.32,167716.673
002169.SZ,2021/10/13,10.51,10.51,10.24,10.45,10.43,0.02,0.1918,99235.19,102953.873
002169.SZ,2021/10/14,10.44,10.75,10.31,10.59,10.45,0.14,1.3397,130037.2,137609.564
002169.SZ,2021/10/15,10.42,11.08,10.3,10.87,10.59,0.28,2.644,270147.65,288643.446
002169.SZ,2021/10/18,10.51,10.51,10.3,10.47,10.87,-0.4,-3.6799,207009.02,215590.868
002169.SZ,2021/10/19,10.4,10.86,10.36,10.78,10.47,0.31,2.9608,199956.85,213922.125
002169.SZ,2021/10/20,10.85,11.58,10.72,11.36,10.78,0.58,5.3803,414842.08,467223.678
002169.SZ,2021/10/21,11.37,11.48,11.15,11.23,11.36,-0.13,-1.1444,246854.31,278733.944
002169.SZ,2021/10/22,11.24,11.53,11.02,11.25,11.23,0.02,0.1781,244667.86,276706.373
