ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
832469.BJ,2021/09/07,6.39,6.39,6.35,6.35,3.2,3.15,98.4375,21.0,13.396
832469.BJ,2021/10/27,6.38,6.38,6.36,6.36,6.35,0.01,0.1575,190.0,120.93
832469.BJ,2021/10/29,8.88,8.88,8.88,8.88,6.36,2.52,39.6226,100.0,88.8
832469.BJ,2021/11/01,4.51,4.54,4.51,4.54,8.88,-4.34,-48.8739,10.02,4.534
832469.BJ,2021/11/04,5.8,5.8,5.8,5.8,4.54,1.26,27.7533,20.0,11.6
832469.BJ,2021/11/08,10.86,10.86,4.8,4.8,5.8,-1.0,-17.2414,31.0,15.486
832469.BJ,2021/11/09,5.28,5.28,5.28,5.28,4.8,0.48,10.0,19.0,10.032
832469.BJ,2021/11/10,5.0,5.01,5.0,5.01,5.28,-0.27,-5.1136,10.0,5.005
832469.BJ,2021/11/11,4.5,7.0,4.5,6.98,5.01,1.97,39.3214,123.0,61.094
832469.BJ,2021/11/12,6.98,7.0,5.01,7.0,6.98,0.02,0.2865,39.64,27.491
832469.BJ,2021/11/15,7.01,7.01,5.75,7.0,7.0,0.0,0.0,123.0,79.952
832469.BJ,2021/11/16,5.5,6.8,5.5,6.8,7.0,-0.2,-2.8571,125.0,81.65
832469.BJ,2021/11/17,6.3,6.95,6.3,6.95,6.8,0.15,2.2059,38.77,25.712
832469.BJ,2021/11/18,6.93,6.94,6.9,6.9,6.95,-0.05,-0.7194,49.0,33.979
832469.BJ,2021/11/19,6.59,6.88,6.59,6.88,6.9,-0.02,-0.2899,14.0,9.313
832469.BJ,2021/11/22,6.8,6.8,6.8,6.8,6.88,-0.08,-1.1628,20.0,13.6
832469.BJ,2021/11/23,6.8,6.8,5.01,6.7,6.8,-0.1,-1.4706,21.0,13.275
832469.BJ,2021/11/25,5.8,6.7,5.8,6.7,6.7,0.0,0.0,30.99,19.814
832469.BJ,2021/11/26,6.7,7.0,6.7,6.9,6.7,0.2,2.9851,48.0,32.82
832469.BJ,2021/11/29,6.82,6.97,6.82,6.86,6.9,-0.04,-0.5797,42.0,28.849
832469.BJ,2021/11/30,6.9,6.9,6.88,6.89,6.86,0.03,0.4373,67.0,46.193
832469.BJ,2021/12/02,6.9,6.9,6.9,6.9,6.89,0.01,0.1451,1.0,0.69
832469.BJ,2021/12/03,6.76,6.76,6.76,6.76,6.9,-0.14,-2.029,2.31,1.561
832469.BJ,2021/12/06,5.51,5.51,5.51,5.51,6.76,-1.25,-18.4911,1.0,0.551
832469.BJ,2021/12/07,5.7,6.73,5.7,6.73,5.51,1.22,22.1416,20.0,11.936
832469.BJ,2021/12/10,6.51,6.51,6.51,6.51,6.73,-0.22,-3.2689,10.0,6.51
832469.BJ,2021/12/14,6.51,6.51,6.51,6.51,6.51,0.0,0.0,16.0,10.416
832469.BJ,2021/12/22,4.78,6.54,4.78,6.54,6.51,0.03,0.4608,205.0,98.87
832469.BJ,2021/12/30,4.58,4.71,4.58,4.71,6.54,-1.83,-27.9817,150.0,69.98
832469.BJ,2021/12/31,5.98,5.98,4.8,5.0,4.71,0.29,6.1571,23.3,11.348
832469.BJ,2022/01/04,4.93,5.8,4.82,4.82,5.0,-0.18,-3.6,43.0,21.017
832469.BJ,2022/01/05,4.82,5.4,4.82,4.87,4.82,0.05,1.0373,112.33,54.627
832469.BJ,2022/01/06,4.58,4.59,4.58,4.59,4.87,-0.28,-5.7495,85.0,38.955
832469.BJ,2022/01/07,4.55,5.2,4.55,4.99,4.59,0.4,8.7146,96.28,46.674
832469.BJ,2022/01/10,5.0,5.03,5.0,5.0,4.99,0.01,0.2004,5.0,2.503
832469.BJ,2022/01/11,5.0,5.0,5.0,5.0,5.0,0.0,0.0,6.0,3.0
832469.BJ,2022/01/12,5.01,5.39,5.0,5.05,5.0,0.05,1.0,98.0,49.427
832469.BJ,2022/01/13,4.55,5.34,4.55,5.34,5.05,0.29,5.7426,31.0,14.184
832469.BJ,2022/01/14,5.38,5.38,4.62,5.36,5.34,0.02,0.3745,115.7,53.603
832469.BJ,2022/01/17,5.8,5.8,5.17,5.17,5.36,-0.19,-3.5448,27.0,14.551
832469.BJ,2022/01/18,5.12,5.12,5.12,5.12,5.17,-0.05,-0.9671,1.0,0.512
832469.BJ,2022/01/19,5.11,5.11,5.08,5.08,5.12,-0.04,-0.7813,15.0,7.65
832469.BJ,2022/01/20,5.0,5.0,5.0,5.0,5.08,-0.08,-1.5748,6.0,3.0
832469.BJ,2022/01/24,5.1,5.1,5.0,5.0,5.0,0.0,0.0,9.0,4.53
832469.BJ,2022/01/25,4.96,4.96,4.96,4.96,5.0,-0.04,-0.8,8.0,3.968
832469.BJ,2022/01/26,4.8,4.8,4.8,4.8,4.96,-0.16,-3.2258,4.0,1.92
832469.BJ,2022/01/27,5.32,5.32,5.32,5.32,4.8,0.52,10.8333,1.0,0.532
832469.BJ,2022/01/28,4.83,5.41,4.83,5.28,5.32,-0.04,-0.7519,25.0,12.268
832469.BJ,2022/02/07,4.95,5.18,4.82,4.82,5.28,-0.46,-8.7121,50.4,24.846
832469.BJ,2022/02/08,5.05,5.05,4.97,4.97,4.82,0.15,3.112,8.59,4.285
832469.BJ,2022/02/10,4.96,4.96,4.96,4.96,4.97,-0.01,-0.2012,2.0,0.992
832469.BJ,2022/02/11,4.95,4.95,4.95,4.95,4.96,-0.01,-0.2016,1.0,0.495
832469.BJ,2022/02/14,5.08,5.08,4.88,4.88,4.95,-0.07,-1.4141,84.0,41.946
832469.BJ,2022/02/15,5.0,5.0,5.0,5.0,4.88,0.12,2.459,30.0,15.0
832469.BJ,2022/02/16,4.72,4.72,4.72,4.72,5.0,-0.28,-5.6,34.0,16.048
832469.BJ,2022/02/22,4.4,4.4,4.4,4.4,4.72,-0.32,-6.7797,1.0,0.44
832469.BJ,2022/02/23,4.9,4.9,4.71,4.88,4.4,0.48,10.9091,25.0,12.197
832469.BJ,2022/02/28,4.7,4.7,4.7,4.7,4.88,-0.18,-3.6885,4.0,1.88
832469.BJ,2022/03/08,4.55,4.55,4.55,4.55,4.7,-0.15,-3.1915,24.0,10.92
832469.BJ,2022/03/09,4.54,4.54,4.2,4.2,4.55,-0.35,-7.6923,106.12,48.144
832469.BJ,2022/03/10,4.25,4.31,4.25,4.31,4.2,0.11,2.619,41.78,17.887
832469.BJ,2022/03/14,4.88,4.88,4.88,4.88,4.31,0.57,13.2251,24.54,11.975
832469.BJ,2022/03/24,4.86,4.86,4.86,4.86,4.88,-0.02,-0.4098,2.0,0.972
832469.BJ,2022/03/25,4.86,4.86,4.86,4.86,4.86,0.0,0.0,28.0,13.608
832469.BJ,2022/04/12,4.77,4.77,4.77,4.77,4.86,-0.09,-1.8519,24.0,11.448
832469.BJ,2022/04/19,4.88,4.88,4.86,4.88,4.77,0.11,2.3061,78.0,37.994
832469.BJ,2022/04/25,4.88,4.88,4.88,4.88,4.88,0.0,0.0,80.0,39.04
832469.BJ,2022/04/26,5.0,5.0,5.0,5.0,4.88,0.12,2.459,30.0,15.0
832469.BJ,2022/04/29,5.78,5.78,5.78,5.78,5.0,0.78,15.6,14.12,8.161
832469.BJ,2022/05/05,4.89,5.78,4.89,5.78,5.78,0.0,0.0,21.4,10.553
832469.BJ,2022/05/11,5.0,5.0,5.0,5.0,5.78,-0.78,-13.4948,8.0,4.0
832469.BJ,2022/05/17,6.88,6.88,6.86,6.86,5.0,1.86,37.2,100.0,68.768
832469.BJ,2022/05/25,6.78,6.78,6.7,6.7,6.71,-0.01,-0.149,83.79,56.19
832469.BJ,2022/05/30,6.75,6.75,6.75,6.75,6.7,0.05,0.7463,261.95,176.816
832469.BJ,2022/05/31,6.18,6.18,6.09,6.09,6.75,-0.66,-9.7778,52.8,32.306
832469.BJ,2022/06/01,6.88,6.88,6.0,6.0,6.09,-0.09,-1.4778,73.53,50.5
832469.BJ,2022/06/02,6.0,6.0,6.0,6.0,6.0,0.0,0.0,17.82,10.692
832469.BJ,2022/06/06,3.35,6.0,3.35,6.0,6.0,0.0,0.0,202.0,120.934
832469.BJ,2022/06/07,6.0,6.38,6.0,6.38,6.0,0.38,6.3333,314.01,200.3
832469.BJ,2022/06/08,6.88,6.88,6.88,6.88,6.38,0.5,7.837,215.69,148.394
832469.BJ,2022/06/09,6.56,6.56,6.56,6.56,6.88,-0.32,-4.6512,100.0,65.6
832469.BJ,2022/06/10,6.58,6.58,6.58,6.58,6.56,0.02,0.3049,100.0,65.8
832469.BJ,2022/06/13,6.5,6.5,6.5,6.5,6.58,-0.08,-1.2158,247.4,160.81
832469.BJ,2022/06/15,6.76,6.76,6.76,6.76,6.5,0.26,4.0,3.0,2.028
832469.BJ,2022/06/20,6.0,6.0,6.0,6.0,6.76,-0.76,-11.2426,8.0,4.8
832469.BJ,2022/06/22,6.1,6.38,6.1,6.1,6.0,0.1,1.6667,609.88,374.826
832469.BJ,2022/06/23,6.68,6.68,6.68,6.68,6.1,0.58,9.5082,60.0,40.08
832469.BJ,2022/06/24,6.64,6.65,6.64,6.65,6.68,-0.03,-0.4491,85.25,56.671
832469.BJ,2022/06/27,6.7,6.7,6.69,6.7,6.65,0.05,0.7519,274.51,183.84
832469.BJ,2022/06/28,6.7,6.7,6.7,6.7,6.7,0.0,0.0,148.87,99.742
832469.BJ,2022/06/29,6.7,6.7,6.7,6.7,6.7,0.0,0.0,103.2,69.144
832469.BJ,2022/07/07,6.7,6.7,6.7,6.7,6.7,0.0,0.0,111.0,74.37
832469.BJ,2022/07/08,5.32,5.32,5.32,5.32,6.7,-1.38,-20.597,100.0,53.2
832469.BJ,2022/07/11,6.0,6.5,6.0,6.5,5.32,1.18,22.1805,303.82,197.383
832469.BJ,2022/07/19,6.66,6.66,6.6,6.6,6.5,0.1,1.5385,8.0,5.286
832469.BJ,2022/07/26,3.61,4.71,3.61,4.71,6.6,-1.89,-28.6364,10.0,4.6
832469.BJ,2022/07/29,5.5,5.5,5.5,5.5,4.71,0.79,16.7728,2.0,1.1
832469.BJ,2022/08/01,6.0,6.2,6.0,6.2,5.5,0.7,12.7273,30.99,18.973
832469.BJ,2022/08/04,6.0,6.2,6.0,6.2,6.2,0.0,0.0,48.0,29.22
832469.BJ,2022/08/09,6.3,6.4,6.3,6.4,6.2,0.2,3.2258,74.0,47.12
832469.BJ,2022/08/10,6.4,6.4,6.4,6.4,6.4,0.0,0.0,110.0,70.4
832469.BJ,2022/08/11,6.5,6.5,6.5,6.5,6.4,0.1,1.5625,18.19,11.823
832469.BJ,2022/08/12,6.4,6.4,6.4,6.4,6.5,-0.1,-1.5385,50.0,32.0
832469.BJ,2022/08/15,6.5,6.5,6.5,6.5,6.4,0.1,1.5625,179.4,116.61
832469.BJ,2022/09/01,6.5,6.5,6.5,6.5,6.5,0.0,0.0,3.0,1.95
832469.BJ,2022/09/06,6.88,6.88,6.88,6.88,6.5,0.38,5.8462,1.98,1.362
832469.BJ,2022/09/07,6.27,6.27,6.27,6.27,6.88,-0.61,-8.8663,1.0,0.627
832469.BJ,2022/09/09,6.5,6.5,6.5,6.5,6.27,0.23,3.6683,8.02,5.213
832469.BJ,2022/09/15,6.11,6.11,6.11,6.11,6.5,-0.39,-6.0,3.0,1.833
832469.BJ,2022/09/16,6.27,6.27,6.27,6.27,6.11,0.16,2.6187,1.0,0.627
832469.BJ,2022/10/27,4.9,7.58,4.9,7.58,6.27,1.31,20.8931,3.0,1.738
832469.BJ,2022/10/31,7.58,7.58,7.58,7.58,7.58,0.0,0.0,11.0,8.338
832469.BJ,2022/11/01,7.6,7.6,7.6,7.6,7.58,0.02,0.2639,30.05,22.838
832469.BJ,2022/11/04,8.0,8.0,7.0,7.0,7.6,-0.6,-7.8947,30.46,24.268
832469.BJ,2022/11/07,8.01,8.5,8.01,8.5,7.0,1.5,21.4286,30.0,24.079
832469.BJ,2022/11/09,8.18,8.18,8.18,8.18,8.5,-0.32,-3.7647,1.0,0.818
832469.BJ,2022/11/10,8.87,8.87,8.87,8.87,8.18,0.69,8.4352,4.0,3.548
832469.BJ,2022/11/11,8.0,8.15,8.0,8.15,8.87,-0.72,-8.1172,14.0,11.335
832469.BJ,2022/11/15,8.15,8.15,8.15,8.15,8.15,0.0,0.0,1.0,0.815
832469.BJ,2022/11/18,8.18,8.18,7.11,7.17,8.15,-0.98,-12.0245,27.88,22.315
832469.BJ,2022/11/21,7.3,8.5,7.3,8.5,7.17,1.33,18.5495,79.97,67.84
832469.BJ,2022/11/22,8.0,8.0,8.0,8.0,8.5,-0.5,-5.8824,36.0,28.8
832469.BJ,2022/11/25,7.72,7.72,7.72,7.72,8.0,-0.28,-3.5,2.0,1.544
832469.BJ,2022/11/28,7.9,7.9,7.9,7.9,7.72,0.18,2.3316,35.0,27.65
832469.BJ,2022/12/01,7.48,7.48,7.48,7.48,7.9,-0.42,-5.3165,26.0,19.448
832469.BJ,2022/12/05,7.02,7.02,7.02,7.02,7.48,-0.46,-6.1497,2.0,1.404
832469.BJ,2022/12/06,8.01,8.01,8.01,8.01,7.02,0.99,14.1026,1.99,1.593
832469.BJ,2023/09/18,6.38,6.95,6.02,6.04,5.68,0.36,6.338,207033.6,133116.912
832469.BJ,2023/09/19,5.7,6.16,5.48,5.72,6.04,-0.32,-5.298,97244.2,55957.958
832469.BJ,2023/09/20,6.0,6.33,5.89,5.99,5.72,0.27,4.7203,67078.72,40873.168
832469.BJ,2023/09/21,6.3,6.85,6.18,6.85,5.99,0.86,14.3573,69038.03,44841.48
832469.BJ,2023/09/22,6.5,6.79,6.4,6.66,6.85,-0.19,-2.7737,46379.3,30511.014
832469.BJ,2023/09/25,6.46,6.82,6.37,6.67,6.66,0.01,0.1502,33218.13,21939.325
832469.BJ,2023/09/26,6.67,7.19,6.6,7.06,6.67,0.39,5.8471,37036.44,25953.701
832469.BJ,2023/09/27,7.15,7.25,6.6,6.61,7.06,-0.45,-6.3739,39621.19,27503.606
832469.BJ,2023/09/28,6.6,6.83,6.13,6.63,6.61,0.02,0.3026,29743.85,19144.507
832469.BJ,2023/10/09,6.59,6.68,6.4,6.57,6.63,-0.06,-0.905,10275.06,6705.675
832469.BJ,2023/10/10,6.6,6.72,6.4,6.54,6.57,-0.03,-0.4566,10103.86,6604.569
832469.BJ,2023/10/11,6.54,6.62,6.4,6.43,6.54,-0.11,-1.682,8679.75,5634.173
832469.BJ,2023/10/12,6.37,6.48,6.14,6.35,6.43,-0.08,-1.2442,7266.88,4578.711
832469.BJ,2023/10/13,6.28,6.37,6.0,6.0,6.35,-0.35,-5.5118,9028.19,5522.511
832469.BJ,2023/10/16,6.01,6.15,5.97,6.04,6.0,0.04,0.6667,13232.18,7991.769
832469.BJ,2023/10/17,6.04,6.43,5.91,6.03,6.04,-0.01,-0.1656,13685.22,8362.367
832469.BJ,2023/10/18,5.95,5.98,5.72,5.72,6.03,-0.31,-5.141,8957.51,5221.842
832469.BJ,2023/10/19,5.7,5.75,5.46,5.49,5.72,-0.23,-4.021,9385.26,5187.771
832469.BJ,2023/10/20,5.42,5.57,5.26,5.5,5.49,0.01,0.1821,9785.3,5308.702
832469.BJ,2023/10/23,5.48,5.53,5.41,5.51,5.5,0.01,0.1818,6117.21,3349.434
832469.BJ,2023/10/24,5.58,6.01,5.51,6.01,5.51,0.5,9.0744,13561.87,7915.295
832469.BJ,2023/10/25,6.07,6.07,5.8,5.94,6.01,-0.07,-1.1647,3571.93,2118.86
832469.BJ,2023/10/26,5.88,5.92,5.75,5.85,5.94,-0.09,-1.5152,5712.53,3333.278
832469.BJ,2023/10/27,5.83,6.38,5.79,6.15,5.85,0.3,5.1282,21992.0,13370.474
832469.BJ,2023/10/30,6.33,6.48,6.11,6.17,6.15,0.02,0.3252,30770.67,19275.907
832469.BJ,2023/10/31,6.13,6.27,5.91,5.91,6.17,-0.26,-4.2139,13845.33,8431.249
832469.BJ,2023/11/01,5.91,6.0,5.83,5.93,5.91,0.02,0.3384,10066.86,5929.2
832469.BJ,2023/11/02,5.88,6.11,5.87,6.03,5.93,0.1,1.6863,7119.2,4254.718
832469.BJ,2023/11/03,5.97,6.4,5.97,6.32,6.03,0.29,4.8093,15287.69,9464.538
832469.BJ,2023/11/06,6.34,6.53,6.3,6.38,6.32,0.06,0.9494,9976.3,6370.6
832469.BJ,2023/11/07,6.37,6.44,6.23,6.42,6.38,0.04,0.627,8598.35,5466.669
832469.BJ,2023/11/08,6.35,6.78,6.35,6.62,6.42,0.2,3.1153,12175.03,8033.682
832469.BJ,2023/11/09,6.57,6.74,6.57,6.62,6.62,0.0,0.0,13067.83,8663.193
832469.BJ,2023/11/10,6.61,6.69,6.51,6.62,6.62,0.0,0.0,11131.74,7348.407
832469.BJ,2023/11/13,6.65,6.85,6.6,6.8,6.62,0.18,2.719,14692.91,9918.181
832469.BJ,2023/11/14,6.83,7.1,6.78,7.05,6.8,0.25,3.6765,13567.04,9469.447
832469.BJ,2023/11/15,7.12,7.27,6.83,6.91,7.05,-0.14,-1.9858,20901.75,14798.544
832469.BJ,2023/11/16,6.91,6.91,6.59,6.67,6.91,-0.24,-3.4732,15664.05,10497.318
832469.BJ,2023/11/17,6.67,6.89,6.67,6.88,6.67,0.21,3.1484,9277.61,6292.247
832469.BJ,2023/11/20,6.96,7.23,6.91,7.19,6.88,0.31,4.5058,17370.7,12401.376
832469.BJ,2023/11/21,7.19,8.79,7.18,7.74,7.19,0.55,7.6495,47093.45,37171.058
832469.BJ,2023/11/22,7.65,8.5,7.6,8.38,7.74,0.64,8.2687,38877.24,31168.416
832469.BJ,2023/11/23,8.38,8.85,8.0,8.09,8.38,-0.29,-3.4606,41935.71,35176.022
832469.BJ,2023/11/24,8.17,10.51,8.08,10.51,8.09,2.42,29.9135,67327.97,66460.032
832469.BJ,2023/11/27,12.0,13.66,11.69,13.66,10.51,3.15,29.9715,133201.32,175624.857
832469.BJ,2023/11/28,12.0,14.12,11.5,12.4,13.66,-1.26,-9.224,111340.25,141283.892
832469.BJ,2023/11/29,12.39,12.73,10.0,10.35,12.4,-2.05,-16.5323,74716.72,84776.657
832469.BJ,2023/11/30,10.36,10.6,9.53,9.94,10.35,-0.41,-3.9614,47473.38,47546.375
832469.BJ,2023/12/01,9.91,10.25,9.12,9.12,9.94,-0.82,-8.2495,46758.9,44652.66
832469.BJ,2023/12/04,9.02,10.4,8.78,10.15,9.12,1.03,11.2939,53482.37,51392.21
832469.BJ,2023/12/05,10.0,11.84,9.81,11.53,10.15,1.38,13.5961,57654.14,63622.264
832469.BJ,2023/12/06,11.55,12.37,10.78,11.4,11.53,-0.13,-1.1275,51896.55,59341.48
832469.BJ,2023/12/07,11.39,11.76,11.11,11.55,11.4,0.15,1.3158,28759.31,33004.299
832469.BJ,2023/12/08,11.42,12.52,11.41,11.9,11.55,0.35,3.0303,31159.92,37365.264
832469.BJ,2023/12/11,11.75,11.75,10.5,10.63,11.9,-1.27,-10.6723,35267.02,38778.774
832469.BJ,2023/12/12,10.54,10.87,10.4,10.74,10.63,0.11,1.0348,21815.51,23253.347
832469.BJ,2023/12/13,10.7,11.79,10.65,11.42,10.74,0.68,6.3315,40796.1,46264.945
832469.BJ,2023/12/14,11.5,13.33,11.5,13.05,11.42,1.63,14.2732,69665.69,87409.462
832469.BJ,2023/12/15,12.8,12.94,11.99,12.5,13.05,-0.55,-4.2146,40543.08,50514.239
832469.BJ,2023/12/18,12.8,16.25,12.63,15.08,12.5,2.58,20.64,144534.01,219563.7
