ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
836419.BJ,2021/09/06,15.0,15.0,14.4,14.4,15.65,-1.25,-7.9872,154.6,223.696
836419.BJ,2021/09/23,14.0,14.0,14.0,14.0,14.4,-0.4,-2.7778,1.0,1.4
836419.BJ,2021/10/18,13.99,13.99,13.99,13.99,14.0,-0.01,-0.0714,1.08,1.51
836419.BJ,2021/10/19,13.98,13.98,13.98,13.98,13.99,-0.01,-0.0715,2.35,3.285
836419.BJ,2021/11/12,13.0,13.02,13.0,13.02,13.98,-0.96,-6.867,44.0,57.268
836419.BJ,2021/11/15,13.02,13.02,13.02,13.02,13.02,0.0,0.0,25.0,32.55
836419.BJ,2021/11/17,13.02,13.02,13.02,13.02,13.02,0.0,0.0,13.0,16.926
836419.BJ,2021/11/23,13.52,13.52,13.52,13.52,13.02,0.5,3.8402,31.0,41.912
836419.BJ,2021/11/24,13.99,13.99,13.99,13.99,13.52,0.47,3.4763,2.0,2.798
836419.BJ,2021/12/10,14.01,14.01,14.01,14.01,13.99,0.02,0.143,1.0,1.401
836419.BJ,2022/01/04,14.01,14.01,14.01,14.01,14.01,0.0,0.0,3.0,4.203
836419.BJ,2022/01/11,12.0,12.0,12.0,12.0,14.01,-2.01,-14.3469,1.0,1.2
836419.BJ,2022/01/18,11.99,11.99,11.99,11.99,12.0,-0.01,-0.0833,18.89,22.649
836419.BJ,2022/01/19,11.99,11.99,11.99,11.99,11.99,0.0,0.0,2.0,2.398
836419.BJ,2022/01/27,11.99,11.99,11.99,11.99,11.99,0.0,0.0,1.0,1.199
836419.BJ,2022/02/07,11.72,11.72,11.72,11.72,11.99,-0.27,-2.2519,23.0,26.956
836419.BJ,2022/02/09,11.8,11.8,11.8,11.8,11.72,0.08,0.6826,22.0,25.96
836419.BJ,2022/02/14,11.74,11.74,11.74,11.74,11.8,-0.06,-0.5085,10.0,11.74
836419.BJ,2022/02/15,11.74,11.74,11.74,11.74,11.74,0.0,0.0,12.0,14.088
836419.BJ,2022/05/20,11.74,11.74,11.74,11.74,11.74,0.0,0.0,25.0,29.35
836419.BJ,2022/05/26,11.68,11.68,11.68,11.68,11.74,-0.06,-0.5111,6.0,7.008
836419.BJ,2022/06/13,11.68,11.68,11.68,11.68,11.68,0.0,0.0,15.0,17.52
836419.BJ,2022/07/01,5.84,5.84,5.84,5.84,11.68,-5.84,-50.0,1.0,0.584
836419.BJ,2022/07/07,11.0,11.0,10.99,11.0,5.84,5.16,88.3562,6.99,7.688
836419.BJ,2022/07/14,10.0,10.0,10.0,10.0,11.0,-1.0,-9.0909,30.0,30.0
836419.BJ,2022/07/26,8.0,8.0,8.0,8.0,10.0,-2.0,-20.0,0.01,0.008
836419.BJ,2022/07/29,8.66,8.66,8.66,8.66,8.0,0.66,8.25,9.0,7.794
836419.BJ,2022/08/17,11.0,11.0,11.0,11.0,8.66,2.34,27.0208,1.0,1.1
836419.BJ,2022/09/06,11.0,11.0,11.0,11.0,11.0,0.0,0.0,3.99,4.389
836419.BJ,2022/09/07,8.88,8.88,8.88,8.88,11.0,-2.12,-19.2727,1.0,0.888
836419.BJ,2022/09/16,11.88,11.88,11.88,11.88,8.88,3.0,33.7838,3.0,3.564
836419.BJ,2022/09/19,13.0,13.0,13.0,13.0,11.88,1.12,9.4276,1.0,1.3
836419.BJ,2022/09/30,14.0,14.0,13.98,14.0,12.9,1.1,8.5271,5.0,6.997
836419.BJ,2022/10/18,15.0,15.0,13.99,13.99,14.0,-0.01,-0.0714,2.0,2.899
836419.BJ,2022/11/14,12.01,12.88,12.0,12.88,13.99,-1.11,-7.9342,18.41,22.181
836419.BJ,2022/11/15,12.1,12.1,12.1,12.1,12.88,-0.78,-6.0559,1.0,1.21
